stimId1,stimID2,count,mean,std,min,25%,50%,75%,max
A150,A250,18.0,4.777777777777778,0.9428090415820634,3.0,4.0,5.0,5.0,6.0
A150,A350,18.0,3.388888888888889,1.5392469086379983,0.9999999999999998,2.0,3.0,5.0,6.0
A150,A450,16.0,2.25,0.9309493362512627,0.0,2.0,2.0,3.0,4.0
A150,A50,14.0,4.428571428571429,1.5045717874984443,0.0,4.0,5.0,5.0,6.0
A150,B550,20.0,2.3,1.3018205875255098,0.0,2.0,2.0,3.0,6.0
A150,B650,17.0,1.6470588235294117,1.1147408034263075,0.0,0.9999999999999998,2.0,3.0,3.0
A150,B750,18.0,1.3888888888888888,0.9164438231805329,0.0,0.9999999999999998,0.9999999999999998,2.0,3.0
A150,B850,19.0,1.2105263157894737,0.976328005472037,0.0,0.4999999999999999,0.9999999999999998,2.0,3.0
A150,B950,12.0,1.0833333333333333,1.164500152881315,0.0,0.0,0.9999999999999998,1.2499999999999998,4.0
A150,C1050,19.0,0.6842105263157895,0.6710382982072027,0.0,0.0,0.9999999999999998,0.9999999999999998,2.0
A150,C1150,18.0,0.6111111111111112,0.6978023391872252,0.0,0.0,0.4999999999999999,0.9999999999999998,2.0
A150,C1250,19.0,0.5789473684210524,0.5072572735017881,0.0,0.0,0.9999999999999998,0.9999999999999998,0.9999999999999998
A150,C1350,19.0,0.5789473684210525,0.6924826089821244,0.0,0.0,0.0,0.9999999999999998,2.0
A150,C1450,15.0,0.3333333333333333,0.6172133998483675,0.0,0.0,0.0,0.4999999999999999,2.0
A250,A150,13.0,4.846153846153846,1.281025230440697,2.0,4.0,5.0,6.0,6.0
A250,A350,13.0,4.769230769230769,1.1657505560686467,3.0,4.0,5.0,6.0,6.0
A250,A450,17.0,4.0,1.3228756555322954,0.0,4.0,4.0,5.0,6.0
A250,A50,17.0,2.7058823529411766,1.7594283831102981,0.0,2.0,2.0,4.0,6.0
A250,B550,18.0,2.7222222222222223,1.0740552924509195,0.0,2.0,3.0,3.0,4.0
A250,B650,19.0,2.210526315789474,0.976328005472037,0.0,2.0,2.0,3.0,4.0
A250,B750,15.0,2.0,0.8451542547285166,0.0,2.0,2.0,2.5,3.0
A250,B850,16.0,1.625,0.8850612031567836,0.0,0.9999999999999998,2.0,2.0,3.0
A250,B950,16.0,0.875,0.8850612031567836,0.0,0.0,0.9999999999999998,0.9999999999999998,3.0
A250,C1050,18.0,1.0,0.8401680504168059,0.0,0.0,0.9999999999999998,2.0,2.0
A250,C1150,16.0,0.5624999999999999,0.6291528696058957,0.0,0.0,0.4999999999999999,0.9999999999999998,2.0
A250,C1250,15.0,0.8,0.7745966692414833,0.0,0.0,0.9999999999999998,0.9999999999999998,2.0
A250,C1350,17.0,0.41176470588235287,0.6183469424008422,0.0,0.0,0.0,0.9999999999999998,2.0
A250,C1450,17.0,0.35294117647058815,0.49259218307188896,0.0,0.0,0.0,0.9999999999999998,0.9999999999999998
A350,A150,13.0,3.6153846153846154,1.12089707663561,2.0,3.0,4.0,4.0,5.0
A350,A250,18.0,5.0,0.8401680504168059,3.0,5.0,5.0,5.75,6.0
A350,A450,14.0,4.928571428571429,1.0716117059605352,2.0,5.0,5.0,5.75,6.0
A350,A50,15.0,1.6,1.4040757000349275,0.0,0.4999999999999999,0.9999999999999998,2.5,4.0
A350,B550,16.0,4.0625,1.1236102527122116,2.0,3.75,4.0,5.0,6.0
A350,B650,18.0,3.611111111111111,1.2432826042324119,0.9999999999999998,3.0,4.0,4.0,6.0
A350,B750,18.0,2.5555555555555554,1.247219128924647,0.0,2.0,3.0,3.0,5.0
A350,B850,16.0,2.6875,1.1954775893619531,0.9999999999999998,2.0,3.0,3.25,5.0
A350,B950,11.0,2.090909090909091,1.4459976109624424,0.0,0.9999999999999998,2.0,2.5,5.0
A350,C1050,17.0,1.1764705882352942,0.8089572082044157,0.0,0.9999999999999998,0.9999999999999998,2.0,3.0
A350,C1150,15.0,1.4666666666666666,0.9154754164341269,0.0,0.9999999999999998,0.9999999999999998,2.0,3.0
A350,C1250,16.0,1.1875,0.6551081335677849,0.0,0.9999999999999998,0.9999999999999998,2.0,2.0
A350,C1350,19.0,0.7894736842105263,0.787326514818136,0.0,0.0,0.9999999999999998,0.9999999999999998,2.0
A350,C1450,16.0,0.625,0.7187952884282609,0.0,0.0,0.4999999999999999,0.9999999999999998,2.0
A450,A150,15.0,3.0,1.1952286093343936,0.9999999999999998,2.0,3.0,3.5,6.0
A450,A250,14.0,3.7857142857142856,1.3688047244316386,0.9999999999999998,3.0,4.0,5.0,6.0
A450,A350,17.0,5.117647058823529,1.0537049480984033,3.0,5.0,5.0,6.0,6.0
A450,A50,15.0,1.1333333333333333,1.3557637102737472,0.0,0.0,0.9999999999999998,2.0,5.0
A450,B550,19.0,5.2105263157894735,0.7132825035177586,4.0,5.0,5.0,6.0,6.0
A450,B650,15.0,4.733333333333333,0.9611501047232548,2.0,4.5,5.0,5.0,6.0
A450,B750,12.0,3.75,1.6025547785276542,0.0,3.0,4.5,5.0,5.0
A450,B850,15.0,3.466666666666667,1.1254628677422756,0.9999999999999998,3.0,4.0,4.0,5.0
A450,B950,13.0,3.076923076923077,1.0377490433255416,0.9999999999999998,3.0,3.0,4.0,5.0
A450,C1050,20.0,2.45,1.3562719801759993,0.0,2.0,3.0,3.0,5.0
A450,C1150,12.0,2.4166666666666665,0.90033663737852,0.0,2.0,3.0,3.0,3.0
A450,C1250,13.0,2.1538461538461537,1.0681880176381129,0.0,2.0,2.0,3.0,4.0
A450,C1350,14.0,1.5714285714285714,1.2224996910042534,0.0,0.24999999999999994,2.0,2.75,3.0
A450,C1450,16.0,1.5625,1.0307764064044151,0.0,0.9999999999999998,1.5,2.0,4.0
A50,A150,17.0,3.588235294117647,1.697749375254331,0.0,3.0,4.0,5.0,6.0
A50,A250,14.0,3.142857142857143,1.561909228976012,0.9999999999999998,2.0,3.5,4.0,6.0
A50,A350,16.0,2.75,1.6532795690182993,0.0,2.0,3.0,4.0,6.0
A50,A450,16.0,1.8125,1.2763881332363862,0.0,0.9999999999999998,2.0,2.0,5.0
A50,B550,17.0,1.2941176470588236,1.1048023512348795,0.0,0.0,0.9999999999999998,2.0,4.0
A50,B650,17.0,0.7058823529411765,0.8488746876271653,0.0,0.0,0.0,0.9999999999999998,2.0
A50,B750,17.0,0.7058823529411765,0.7717436331412897,0.0,0.0,0.9999999999999998,0.9999999999999998,2.0
A50,B850,16.0,0.625,0.7187952884282609,0.0,0.0,0.4999999999999999,0.9999999999999998,2.0
A50,B950,13.0,0.6153846153846154,1.192927878405448,0.0,0.0,0.0,0.9999999999999998,4.0
A50,C1050,18.0,0.3888888888888888,0.50163132570455,0.0,0.0,0.0,0.9999999999999998,0.9999999999999998
A50,C1150,16.0,0.24999999999999994,0.4472135954999578,0.0,0.0,0.0,0.24999999999999994,0.9999999999999998
A50,C1250,16.0,0.3125,1.0144785195688801,0.0,0.0,0.0,0.0,4.0
A50,C1350,14.0,0.21428571428571427,0.5789342235218394,0.0,0.0,0.0,0.0,2.0
A50,C1450,16.0,0.12499999999999997,0.34156502553198653,0.0,0.0,0.0,0.0,0.9999999999999998
B550,A150,11.0,1.7272727272727273,1.009049958219026,0.0,0.9999999999999998,2.0,2.5,3.0
B550,A250,13.0,3.076923076923077,1.1151635501529558,0.9999999999999998,2.0,3.0,4.0,5.0
B550,A350,15.0,3.933333333333333,0.9611501047232549,2.0,3.0,4.0,5.0,5.0
B550,A450,12.0,5.166666666666667,0.7177405625652734,4.0,5.0,5.0,6.0,6.0
B550,A50,14.0,0.3571428571428571,0.4972451580988468,0.0,0.0,0.0,0.9999999999999998,0.9999999999999998
B550,B650,14.0,5.0,0.9607689228305228,3.0,4.25,5.0,6.0,6.0
B550,B750,13.0,4.153846153846154,1.5191090506254998,0.9999999999999998,4.0,5.0,5.0,6.0
B550,B850,14.0,4.142857142857143,0.7703288865196432,2.0,4.0,4.0,4.75,5.0
B550,B950,12.0,3.1666666666666665,1.337115846843043,0.9999999999999998,2.0,4.0,4.0,5.0
B550,C1050,16.0,2.625,1.2041594578792296,0.9999999999999998,1.75,3.0,3.0,5.0
B550,C1150,15.0,2.466666666666667,1.3020130933435712,0.9999999999999998,1.5,2.0,3.0,5.0
B550,C1250,12.0,2.0,1.1281521496355325,0.0,0.9999999999999998,2.0,3.0,4.0
B550,C1350,12.0,1.6666666666666667,0.984731927834662,0.0,0.9999999999999998,1.5,2.25,3.0
B550,C1450,14.0,1.2857142857142858,1.266647387553302,0.0,0.24999999999999994,0.9999999999999998,1.75,4.0
B650,A150,14.0,1.5714285714285714,1.0894095588038444,0.0,0.9999999999999998,1.5,2.0,4.0
B650,A250,12.0,2.5,1.3142574813455419,0.9999999999999998,0.9999999999999998,3.0,3.0,5.0
B650,A350,13.0,3.230769230769231,1.0919284281983377,2.0,2.0,3.0,4.0,5.0
B650,A450,16.0,4.0625,1.0626225419530053,0.9999999999999998,4.0,4.0,5.0,5.0
B650,A50,14.0,0.49999999999999994,0.6504436355879908,0.0,0.0,0.0,0.9999999999999998,2.0
B650,B550,17.0,5.117647058823529,0.8574929257125442,3.0,5.0,5.0,6.0,6.0
B650,B750,13.0,5.230769230769231,0.8320502943378436,3.0,5.0,5.0,6.0,6.0
B650,B850,14.0,4.071428571428571,0.8287419301647451,2.0,4.0,4.0,4.75,5.0
B650,B950,11.0,3.909090909090909,1.1361818036340359,2.0,4.0,4.0,4.0,6.0
B650,C1050,16.0,3.1875,1.1086778913041726,0.9999999999999998,3.0,3.0,4.0,5.0
B650,C1150,12.0,3.5833333333333335,0.996204919895622,0.9999999999999998,3.0,4.0,4.0,5.0
B650,C1250,15.0,3.0,1.5118578920369088,0.0,2.0,3.0,4.0,6.0
B650,C1350,11.0,2.090909090909091,1.300349603340998,0.0,1.5,2.0,3.0,4.0
B650,C1450,12.0,1.9166666666666667,1.1645001528813153,0.0,0.9999999999999998,2.0,3.0,4.0
B750,A150,13.0,1.7692307692307692,0.9268086959962984,0.0,2.0,2.0,2.0,3.0
B750,A250,16.0,2.1875,0.8341662504161466,0.0,2.0,2.0,3.0,3.0
B750,A350,13.0,2.6923076923076925,0.8548504142651104,0.9999999999999998,2.0,3.0,3.0,4.0
B750,A450,19.0,3.6315789473684212,1.0651304727481081,0.9999999999999998,3.0,4.0,4.0,6.0
B750,A50,14.0,0.5714285714285714,0.7559289460184545,0.0,0.0,0.0,0.9999999999999998,2.0
B750,B550,18.0,4.5,0.7859052479933758,3.0,4.0,5.0,5.0,6.0
B750,B650,18.0,5.444444444444445,0.5113099925649136,5.0,5.0,5.0,6.0,6.0
B750,B850,14.0,5.285714285714286,0.6112498455021267,4.0,5.0,5.0,6.0,6.0
B750,B950,15.0,4.333333333333333,1.2344267996967353,0.9999999999999998,4.0,4.0,5.0,6.0
B750,C1050,17.0,4.117647058823529,1.1114378604524227,2.0,4.0,4.0,5.0,6.0
B750,C1150,13.0,3.6153846153846154,1.2608503439122303,0.9999999999999998,3.0,4.0,4.0,6.0
B750,C1250,12.0,3.3333333333333335,0.7784989441615231,2.0,3.0,3.0,4.0,5.0
B750,C1350,16.0,2.625,1.4548768561863463,0.9999999999999998,2.0,2.0,3.0,6.0
B750,C1450,17.0,2.3529411764705883,1.1694644324747674,0.0,2.0,2.0,3.0,4.0
B850,A150,12.0,1.0833333333333333,1.3113721705515065,0.0,0.0,0.9999999999999998,1.2499999999999998,4.0
B850,A250,15.0,1.8,1.082325538564332,0.0,0.9999999999999998,2.0,2.0,4.0
B850,A350,15.0,2.066666666666667,0.8837151016885368,0.9999999999999998,1.5,2.0,2.5,4.0
B850,A450,16.0,3.125,0.8850612031567836,2.0,3.0,3.0,3.0,5.0
B850,A50,15.0,0.2,0.5606119105813882,0.0,0.0,0.0,0.0,2.0
B850,B550,17.0,3.411764705882353,1.3256518929102281,0.0,3.0,4.0,4.0,5.0
B850,B650,17.0,4.529411764705882,0.8744746321952063,3.0,4.0,5.0,5.0,6.0
B850,B750,17.0,5.588235294117647,0.6183469424008423,4.0,5.0,6.0,6.0,6.0
B850,B950,12.0,5.5,0.674199862463242,4.0,5.0,6.0,6.0,6.0
B850,C1050,19.0,5.052631578947368,0.7050361858740394,4.0,5.0,5.0,5.5,6.0
B850,C1150,14.0,4.5,1.0190493307301363,3.0,4.0,4.0,5.0,6.0
B850,C1250,19.0,4.368421052631579,1.065130472748108,2.0,4.0,4.0,5.0,6.0
B850,C1350,17.0,3.8823529411764706,1.6538724611187705,0.0,3.0,4.0,5.0,6.0
B850,C1450,14.0,3.0714285714285716,2.2001498450467736,0.0,1.2499999999999998,3.0,4.75,6.0
B950,A150,19.0,0.8947368421052629,0.7374684055082001,0.0,0.0,0.9999999999999998,0.9999999999999998,2.0
B950,A250,15.0,1.7333333333333334,0.7037315505489968,0.9999999999999998,0.9999999999999998,2.0,2.0,3.0
B950,A350,20.0,2.05,0.9445132413883327,0.0,1.75,2.0,3.0,4.0
B950,A450,18.0,2.4444444444444446,1.1991282236408358,0.9999999999999998,1.2499999999999998,2.0,3.75,4.0
B950,A50,18.0,0.2777777777777778,0.5745131499601417,0.0,0.0,0.0,0.0,2.0
B950,B550,19.0,2.9473684210526314,1.0259783520851542,0.9999999999999998,2.0,3.0,4.0,5.0
B950,B650,20.0,3.95,1.2763022245616642,0.9999999999999998,3.0,4.0,5.0,6.0
B950,B750,16.0,4.625,0.806225774829855,3.0,4.0,5.0,5.0,6.0
B950,B850,19.0,5.421052631578948,0.5072572735017881,5.0,5.0,5.0,6.0,6.0
B950,C1050,18.0,5.5,0.5144957554275266,5.0,5.0,5.5,6.0,6.0
B950,C1150,17.0,4.9411764705882355,0.8269362305593853,3.0,5.0,5.0,5.0,6.0
B950,C1250,21.0,4.714285714285714,1.0071175275436897,3.0,4.0,5.0,5.0,6.0
B950,C1350,18.0,4.111111111111111,1.450715397105405,0.9999999999999998,3.25,4.0,5.0,6.0
B950,C1450,17.0,3.6470588235294117,1.1694644324747672,2.0,3.0,4.0,4.0,6.0
C1050,A150,12.0,0.9166666666666666,0.6685579234215215,0.0,0.7499999999999998,0.9999999999999998,0.9999999999999998,2.0
C1050,A250,13.0,1.6153846153846154,0.869718492622904,0.0,0.9999999999999998,2.0,2.0,3.0
C1050,A350,14.0,2.142857142857143,0.6629935441317959,0.9999999999999998,2.0,2.0,2.75,3.0
C1050,A450,11.0,1.9090909090909092,0.7006490497453708,0.9999999999999998,1.5,2.0,2.0,3.0
C1050,A50,13.0,0.3076923076923077,0.6304251719561151,0.0,0.0,0.0,0.0,2.0
C1050,B550,15.0,3.1333333333333333,0.990430401872025,0.9999999999999998,2.5,3.0,4.0,4.0
C1050,B650,15.0,3.4,1.1832159566199232,0.9999999999999998,2.5,4.0,4.0,5.0
C1050,B750,14.0,3.642857142857143,1.2774459408789605,0.9999999999999998,3.0,4.0,4.75,5.0
C1050,B850,12.0,5.166666666666667,0.38924947208076155,5.0,5.0,5.0,5.0,6.0
C1050,B950,13.0,5.6923076923076925,0.4803844614152614,5.0,5.0,6.0,6.0,6.0
C1050,C1150,12.0,5.5,0.5222329678670935,5.0,5.0,5.5,6.0,6.0
C1050,C1250,16.0,5.3125,0.6020797289396148,4.0,5.0,5.0,6.0,6.0
C1050,C1350,15.0,4.8,0.6761234037828132,4.0,4.0,5.0,5.0,6.0
C1050,C1450,15.0,4.4,0.9102589898327995,3.0,4.0,5.0,5.0,6.0
C1150,A150,13.0,1.0,0.7071067811865476,0.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,2.0
C1150,A250,15.0,1.3333333333333333,1.2344267996967353,0.0,0.9999999999999998,0.9999999999999998,2.0,5.0
C1150,A350,16.0,1.875,1.02469507659596,0.0,0.9999999999999998,2.0,3.0,3.0
C1150,A450,19.0,1.736842105263158,1.1470786693528088,0.0,0.9999999999999998,2.0,3.0,3.0
C1150,A50,15.0,0.06666666666666665,0.2581988897471611,0.0,0.0,0.0,0.0,0.9999999999999998
C1150,B550,16.0,2.4375,1.0307764064044151,0.0,2.0,3.0,3.0,4.0
C1150,B650,19.0,3.0526315789473686,1.4327007988227578,0.0,2.0,3.0,4.0,6.0
C1150,B750,18.0,3.7777777777777777,1.114374293206496,2.0,3.0,4.0,4.0,6.0
C1150,B850,17.0,4.0588235294117645,1.3906198364081266,0.0,4.0,4.0,5.0,6.0
C1150,B950,14.0,5.0,1.0377490433255416,2.0,5.0,5.0,5.75,6.0
C1150,C1050,19.0,5.684210526315789,0.47756693294091923,5.0,5.0,6.0,6.0,6.0
C1150,C1250,17.0,5.411764705882353,1.4602578338007541,0.0,5.0,6.0,6.0,6.0
C1150,C1350,17.0,5.176470588235294,0.8089572082044156,4.0,5.0,5.0,6.0,6.0
C1150,C1450,15.0,4.8,1.01418510567422,3.0,4.0,5.0,5.5,6.0
C1250,A150,12.0,0.9166666666666666,1.729862492345632,0.0,0.0,0.0,0.9999999999999998,6.0
C1250,A250,16.0,0.875,0.7187952884282609,0.0,0.0,0.9999999999999998,0.9999999999999998,2.0
C1250,A350,15.0,1.4,1.1212238211627763,0.0,0.9999999999999998,0.9999999999999998,2.0,4.0
C1250,A450,18.0,2.0,1.0846522890932808,0.0,2.0,2.0,2.0,4.0
C1250,A50,15.0,0.06666666666666665,0.2581988897471611,0.0,0.0,0.0,0.0,0.9999999999999998
C1250,B550,19.0,2.4210526315789473,1.3870748387117167,0.0,2.0,2.0,3.0,6.0
C1250,B650,16.0,2.875,1.3601470508735443,0.0,2.0,3.0,4.0,5.0
C1250,B750,19.0,3.4210526315789473,1.0173926082384548,0.9999999999999998,3.0,4.0,4.0,5.0
C1250,B850,12.0,3.5,1.087114613009218,0.9999999999999998,3.0,3.5,4.0,5.0
C1250,B950,10.0,4.4,0.5163977794943222,4.0,4.0,4.0,5.0,5.0
C1250,C1050,15.0,5.066666666666666,0.7988086367179804,3.0,5.0,5.0,5.5,6.0
C1250,C1150,14.0,5.357142857142857,0.49724515809884695,5.0,5.0,5.0,6.0,6.0
C1250,C1350,16.0,5.5,0.5163977794943222,5.0,5.0,5.5,6.0,6.0
C1250,C1450,17.0,5.235294117647059,0.970142500145332,2.0,5.0,5.0,6.0,6.0
C1350,A150,12.0,0.33333333333333326,0.49236596391733084,0.0,0.0,0.0,0.9999999999999998,0.9999999999999998
C1350,A250,14.0,0.7857142857142857,0.8017837257372732,0.0,0.0,0.9999999999999998,0.9999999999999998,2.0
C1350,A350,12.0,1.25,0.8660254037844386,0.0,0.7499999999999998,1.5,2.0,2.0
C1350,A450,17.0,1.5294117647058822,0.9432422182837987,0.0,0.9999999999999998,0.9999999999999998,2.0,3.0
C1350,A50,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1350,B550,19.0,2.0526315789473686,1.3112201362143716,0.0,0.9999999999999998,2.0,3.0,5.0
C1350,B650,20.0,2.7,1.380312702938989,0.0,2.0,3.0,4.0,5.0
C1350,B750,15.0,3.066666666666667,1.162919151265879,0.9999999999999998,2.0,3.0,4.0,5.0
C1350,B850,14.0,3.5714285714285716,1.2224996910042534,0.9999999999999998,3.0,4.0,4.0,5.0
C1350,B950,13.0,4.153846153846154,1.573009527739414,0.9999999999999998,4.0,5.0,5.0,6.0
C1350,C1050,16.0,4.75,1.1254628677422756,2.0,4.0,5.0,5.25,6.0
C1350,C1150,14.0,4.857142857142857,1.0271051820261912,2.0,5.0,5.0,5.0,6.0
C1350,C1250,15.0,5.466666666666667,0.833809387832792,3.0,5.0,6.0,6.0,6.0
C1350,C1450,13.0,5.6923076923076925,0.7510676161988107,4.0,6.0,6.0,6.0,6.0
C1450,A150,16.0,0.43749999999999994,0.6291528696058958,0.0,0.0,0.0,0.9999999999999998,2.0
C1450,A250,14.0,1.0714285714285714,0.8287419301647448,0.0,0.24999999999999994,0.9999999999999998,2.0,2.0
C1450,A350,15.0,1.2,0.8618916073713349,0.0,0.9999999999999998,0.9999999999999998,2.0,3.0
C1450,A450,15.0,1.4666666666666666,0.990430401872025,0.0,0.9999999999999998,2.0,2.0,3.0
C1450,A50,15.0,0.06666666666666665,0.2581988897471611,0.0,0.0,0.0,0.0,0.9999999999999998
C1450,B550,17.0,1.7058823529411764,0.9851843661437781,0.0,0.9999999999999998,2.0,2.0,3.0
C1450,B650,19.0,2.0526315789473686,0.9703197760719183,0.0,1.5,2.0,3.0,4.0
C1450,B750,14.0,2.857142857142857,1.5118578920369088,0.0,2.0,3.0,4.0,6.0
C1450,B850,17.0,2.9411764705882355,0.8993461677306268,0.9999999999999998,2.0,3.0,4.0,4.0
C1450,B950,14.0,3.642857142857143,1.2774459408789602,2.0,3.0,3.5,4.75,6.0
C1450,C1050,16.0,4.125,0.9574271077563381,2.0,4.0,4.0,5.0,6.0
C1450,C1150,16.0,4.375,1.02469507659596,3.0,3.75,4.5,5.0,6.0
C1450,C1250,14.0,4.785714285714286,0.892582375303981,3.0,5.0,5.0,5.0,6.0
C1450,C1350,18.0,5.5,0.7071067811865476,4.0,5.0,6.0,6.0,6.0
